Data,ID_Veiculo,Modelo,KM_Rodado,Litros_Consumidos,Media_Consumo_KML,Custo_Combustivel,Custo_Manutencao,Custo_Multas,Tempo_Parada_Manutencao_Horas,Acidentes
2024-01-01,VEICULO_01,MODELO_E,254,71.34383837012946,3.560223360597119,441.48813548493416,0.0,0.0,0,0
2024-01-01,VEICULO_02,MODELO_C,296,68.87395869282994,4.297705629498175,445.0005872473571,50.31105050223941,0.0,4,0
2024-01-01,VEICULO_03,MODELO_D,153,34.88527895403517,4.385804115300116,205.96886008271613,0.0,0.0,0,0
2024-01-01,VEICULO_04,MODELO_E,135,38.59580867083469,3.497789129160392,197.58910180801624,0.0,0.0,0,0
2024-01-01,VEICULO_05,MODELO_D,91,24.42789914065837,3.725248719753287,157.56840733861569,0.0,0.0,0,0
2024-01-01,VEICULO_06,MODELO_C,79,18.10457379820058,4.363538235175238,118.48835839949083,0.0,0.0,0,0
2024-01-01,VEICULO_07,MODELO_B,230,51.80317810260042,4.439882038597443,328.783168904132,0.0,0.0,0,0
2024-01-01,VEICULO_08,MODELO_E,209,72.17278544271949,2.8958283751688443,429.2175026462835,0.0,0.0,0,0
2024-01-01,VEICULO_09,MODELO_D,435,109.17319255153775,3.9844946349319965,689.312336091256,0.0,0.0,0,0
2024-01-01,VEICULO_10,MODELO_E,98,31.252067633794425,3.135792522541059,187.51017805834664,0.0,0.0,0,0
2024-01-01,VEICULO_11,MODELO_D,476,150.7377629090488,3.1578019390350502,979.6101417220281,0.0,0.0,0,0
2024-01-01,VEICULO_12,MODELO_A,367,113.6026534855851,3.2305583429577918,678.108900457986,94.51080544452867,33.386076152493686,20,0
2024-01-01,VEICULO_13,MODELO_D,167,39.65559367981968,4.211259610645662,219.18080493714393,0.0,0.0,0,0
2024-01-01,VEICULO_14,MODELO_D,124,41.74243120107564,2.9705984158585546,254.62310153381895,0.0,0.0,0,0
2024-01-01,VEICULO_15,MODELO_D,340,130.76309843490273,2.6001219309533328,811.5036569810234,0.0,0.0,0,0
2024-01-01,VEICULO_16,MODELO_B,341,73.81860484427419,4.61943165573726,479.97664323024156,0.0,0.0,0,0
2024-01-01,VEICULO_17,MODELO_D,282,71.3897848005271,3.9501449792564425,361.7936456732981,0.0,0.0,0,0
2024-01-01,VEICULO_18,MODELO_C,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-01,VEICULO_19,MODELO_E,402,88.84835414530029,4.5245632726362,487.26099074110476,0.0,29.23511005920303,0,0
2024-01-01,VEICULO_20,MODELO_C,400,81.2069665000869,4.925685778443305,509.3981652469755,0.0,0.0,0,0
2024-01-02,VEICULO_01,MODELO_C,394,80.02598367749866,4.923400899235471,504.9948458561562,0.0,0.0,0,0
2024-01-02,VEICULO_02,MODELO_A,206,57.07554725095846,3.6092514206517867,323.99115598276245,0.0,0.0,0,0
2024-01-02,VEICULO_03,MODELO_A,83,17.15340068175711,4.838690679468107,112.81186769601966,0.0,0.0,0,0
2024-01-02,VEICULO_04,MODELO_B,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-02,VEICULO_05,MODELO_E,492,188.14665265080288,2.6149814151259125,1286.1267873897439,0.0,0.0,0,0
2024-01-02,VEICULO_06,MODELO_A,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-02,VEICULO_07,MODELO_C,151,32.471737905660596,4.650197671547389,174.8947899668455,0.0,0.0,0,0
2024-01-02,VEICULO_08,MODELO_C,276,92.10495678241382,2.9965813962870067,596.6939481242795,0.0,0.0,0,0
2024-01-02,VEICULO_09,MODELO_E,94,32.528561022774696,2.889768162021874,165.57645865005838,9.815612661924945,0.0,23,0
2024-01-02,VEICULO_10,MODELO_C,327,105.27367962480156,3.1061895163676,527.0048121043158,0.0,0.0,0,0
2024-01-02,VEICULO_11,MODELO_E,443,93.81498480643737,4.722060136917513,480.00196806194793,0.0,0.0,0,0
2024-01-02,VEICULO_12,MODELO_D,111,22.679082637488055,4.89437786237964,155.12483468196982,0.0,0.0,0,0
2024-01-02,VEICULO_13,MODELO_C,259,60.3105528893206,4.294439158521826,421.6041187006341,0.0,115.02267480509015,0,0
2024-01-02,VEICULO_14,MODELO_A,323,72.78216197621917,4.437900595829195,476.9989372237302,0.0,0.0,0,0
2024-01-02,VEICULO_15,MODELO_D,99,28.81739993306366,3.4354244390526123,185.99519124557213,0.0,0.0,0,0
2024-01-02,VEICULO_16,MODELO_A,315,63.29565084590812,4.976645247978579,384.24878172683907,0.0,0.0,0,0
2024-01-02,VEICULO_17,MODELO_E,422,118.32835367087712,3.566347260892064,613.5389259104076,0.0,0.0,0,0
2024-01-02,VEICULO_18,MODELO_B,411,93.55908613793072,4.392945858770765,568.4795117174879,0.0,0.0,0,0
2024-01-02,VEICULO_19,MODELO_E,332,88.56543533057697,3.748640750884199,525.2613653482812,0.0,0.0,0,0
2024-01-02,VEICULO_20,MODELO_A,401,108.34630826876679,3.7010951864208286,692.6799343297605,0.0,0.0,0,0
2024-01-03,VEICULO_01,MODELO_A,107,33.726786190519775,3.1725525045750285,228.4585667191225,98.37848167736468,0.0,5,0
2024-01-03,VEICULO_02,MODELO_D,53,12.019815917357237,4.409385332055315,76.76698797236013,0.0,0.0,0,0
2024-01-03,VEICULO_03,MODELO_E,86,22.22412247024234,3.869669100102931,118.124083569921,0.0,0.0,0,0
2024-01-03,VEICULO_04,MODELO_B,385,90.0911014710827,4.273452024821527,468.8148938485227,0.0,0.0,0,0
2024-01-03,VEICULO_05,MODELO_C,268,59.206963879931784,4.52649456140815,373.6736637303135,0.0,0.0,0,0
2024-01-03,VEICULO_06,MODELO_D,465,168.31566315004466,2.762666238527526,897.908607504343,0.0,0.0,0,0
2024-01-03,VEICULO_07,MODELO_C,277,71.35267836996438,3.8821247685160762,443.0187126422199,0.0,0.0,0,0
2024-01-03,VEICULO_08,MODELO_C,224,83.00748659870672,2.69855177139516,526.3274285692601,0.0,0.0,0,0
2024-01-03,VEICULO_09,MODELO_B,226,68.93466855176966,3.2784664777241206,354.99952839334213,0.0,0.0,0,0
2024-01-03,VEICULO_10,MODELO_B,384,121.55362475907977,3.159099539492064,831.4208603237375,0.0,0.0,0,0
2024-01-03,VEICULO_11,MODELO_D,396,92.93169019721196,4.261194423125647,642.4983550241527,0.0,0.0,0,0
2024-01-03,VEICULO_12,MODELO_E,0,0.0,0.0,0.0,0.0,101.82002931253477,0,0
2024-01-03,VEICULO_13,MODELO_C,188,53.12380296127211,3.5389032697274,266.1276918400674,0.0,0.0,0,0
2024-01-03,VEICULO_14,MODELO_C,401,148.17617112200267,2.706238101332985,792.5289079890784,0.0,0.0,0,0
2024-01-03,VEICULO_15,MODELO_A,458,106.34419337882487,4.3067701719123335,735.7819536839744,0.0,0.0,0,0
2024-01-03,VEICULO_16,MODELO_E,345,94.00213529057385,3.670129395822301,610.765244378294,49.439716300416904,0.0,0,0
2024-01-03,VEICULO_17,MODELO_C,0,0.0,0.0,0.0,77.18254962482594,0.0,11,0
2024-01-03,VEICULO_18,MODELO_B,353,77.28342917031486,4.567602703317801,450.6065443087075,0.0,0.0,0,0
2024-01-03,VEICULO_19,MODELO_B,390,139.79379415905404,2.7898234134504376,868.2261735885214,0.0,0.0,0,0
2024-01-03,VEICULO_20,MODELO_D,329,98.00756473856681,3.3568837352259573,674.5947680218244,0.0,0.0,0,0
2024-01-04,VEICULO_01,MODELO_A,393,106.81597578971864,3.6792249201905194,628.4135540969339,0.0,0.0,0,0
2024-01-04,VEICULO_02,MODELO_A,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-04,VEICULO_03,MODELO_C,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-04,VEICULO_04,MODELO_C,421,126.14837430511898,3.3373398771015017,692.9861345715811,0.0,0.0,0,0
2024-01-04,VEICULO_05,MODELO_C,164,41.349489429330326,3.9661916571010987,284.7117511338706,0.0,0.0,0,0
2024-01-04,VEICULO_06,MODELO_A,367,81.06786952358966,4.527070985789357,432.9172377869163,0.0,0.0,0,0
2024-01-04,VEICULO_07,MODELO_D,185,47.7450943585252,3.874743625194387,317.2152379099333,0.0,0.0,0,0
2024-01-04,VEICULO_08,MODELO_B,327,69.16124215595946,4.728081651029502,402.39618787059544,0.0,0.0,0,0
2024-01-04,VEICULO_09,MODELO_B,313,81.36352330445514,3.846932719823127,409.59583493845895,0.0,0.0,0,0
2024-01-04,VEICULO_10,MODELO_A,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-04,VEICULO_11,MODELO_E,158,41.26247025462557,3.829145444395395,221.30734806410834,0.0,0.0,0,0
2024-01-04,VEICULO_12,MODELO_D,466,112.47067709872387,4.143302165692105,625.0522460047546,3.2711320484341666,0.0,13,0
2024-01-04,VEICULO_13,MODELO_A,433,106.43121500636933,4.068355322017956,536.502980458682,32.89174327256603,0.0,3,0
2024-01-04,VEICULO_14,MODELO_E,453,117.08145114708097,3.869101344079933,626.6318389592974,0.0,0.0,0,0
2024-01-04,VEICULO_15,MODELO_C,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-04,VEICULO_16,MODELO_B,460,94.50200888314633,4.8676213917187665,595.7658380319945,0.0,0.0,0,0
2024-01-04,VEICULO_17,MODELO_C,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-04,VEICULO_18,MODELO_E,244,64.54872804199196,3.780089978554908,430.03155579041527,0.0,0.0,0,0
2024-01-04,VEICULO_19,MODELO_A,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-04,VEICULO_20,MODELO_B,123,48.43247737751536,2.539618178959856,280.7753547539803,0.0,6.4921004238616575,0,0
2024-01-05,VEICULO_01,MODELO_C,341,69.56978282657145,4.901553320211869,406.7823125411618,121.32423343193881,0.0,1,0
2024-01-05,VEICULO_02,MODELO_B,248,53.27895901364564,4.654745599223945,287.8563283983038,0.0,0.0,0,0
2024-01-05,VEICULO_03,MODELO_D,143,37.59127638225597,3.804074076811598,230.9915585817905,0.0,0.0,0,0
2024-01-05,VEICULO_04,MODELO_B,410,122.23189895011195,3.3542798853786806,783.8883617962018,0.0,0.0,0,0
2024-01-05,VEICULO_05,MODELO_D,448,127.17242669517998,3.5227762152704116,807.6624774152192,116.70419499029923,0.0,6,0
2024-01-05,VEICULO_06,MODELO_E,163,35.415809076732856,4.60246438664834,184.57374541513045,197.521063256019,0.0,5,0
2024-01-05,VEICULO_07,MODELO_B,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-05,VEICULO_08,MODELO_E,77,29.302550852889496,2.627757576006633,163.354516316981,0.0,0.0,0,0
2024-01-05,VEICULO_09,MODELO_E,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-05,VEICULO_10,MODELO_D,265,67.37719973998382,3.9330812355316747,381.21992530188953,0.0,0.0,0,0
2024-01-05,VEICULO_11,MODELO_D,105,38.09181295707251,2.756497836380997,249.89935162730097,0.0,0.0,0,0
2024-01-05,VEICULO_12,MODELO_A,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-05,VEICULO_13,MODELO_A,171,45.247467543134206,3.7792170321352563,312.24400065109455,0.0,0.0,0,0
2024-01-05,VEICULO_14,MODELO_E,115,41.510158669325556,2.7704061773432986,257.3120259906949,96.57625286842419,0.0,12,0
2024-01-05,VEICULO_15,MODELO_B,165,38.671114731982236,4.266750548660543,210.36352640586693,0.0,0.0,0,0
2024-01-05,VEICULO_16,MODELO_D,386,93.6220340264028,4.122961053069433,554.4421687710793,0.0,106.0114946042132,0,0
2024-01-05,VEICULO_17,MODELO_D,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-05,VEICULO_18,MODELO_E,315,84.89610434691001,3.7104176030600766,429.7656293828054,0.0,0.0,0,0
2024-01-05,VEICULO_19,MODELO_D,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-05,VEICULO_20,MODELO_E,130,48.21520567383793,2.696244850212043,336.9895626910918,0.0,0.0,0,0
2024-01-06,VEICULO_01,MODELO_D,144,28.926127941490314,4.9781982673682705,162.6308121015648,0.0,0.0,0,0
2024-01-06,VEICULO_02,MODELO_A,192,54.42230188357617,3.5279654361320336,311.12453109193507,71.4135818066605,0.0,9,0
2024-01-06,VEICULO_03,MODELO_E,93,32.80418819924141,2.8350038548477356,210.9639758240054,0.0,0.0,0,0
2024-01-06,VEICULO_04,MODELO_E,200,42.46643769301555,4.709601531585353,229.06410004472795,0.0,0.0,0,0
